"winner","avg_rating","rating_category","white_bishop_rem","white_knight_rem","white_pawn_rem","white_queen_rem","white_rook_rem","black_bishop_rem","black_knight_rem","black_pawn_rem","black_queen_rem","black_rook_rem"
"white",1499.5,"ClassC","0","0","5","1","1","0","1","5","1","1"
"white",1494.5,"ClassC","2","1","8","0","2","2","1","6","1","1"
"black",1545.5,"ClassC","1","1","7","1","2","1","1","7","1","2"
"white",1532,"ClassC","1","0","5","0","1","0","1","4","1","1"
"white",1544.5,"ClassC","2","2","6","1","1","2","1","7","1","2"
"white",1484.5,"ClassC","1","2","7","0","2","2","1","6","1","2"
"black",1562,"ClassC","1","0","1","0","0","0","1","3","0","1"
"white",1569,"ClassC","0","0","4","0","2","0","1","4","0","2"
"white",1561,"ClassC","2","1","7","1","2","1","2","7","1","2"
"black",1555.5,"ClassC","0","0","5","1","1","0","1","4","1","0"
"black",1181,"Novice","1","1","6","1","2","0","0","8","1","1"
"white",1150.5,"Novice","0","0","1","0","0","0","0","4","1","2"
"black",1034,"Novice","0","0","3","0","2","0","0","1","0","0"
"white",1239.5,"ClassD","1","1","6","0","1","1","0","6","0","2"
"white",1239.5,"ClassD","1","2","4","0","1","1","2","5","0","2"
"black",1566,"ClassC","0","0","4","1","2","0","0","6","1","2"
"white",1566,"ClassC","0","1","5","0","2","1","0","6","0","2"
"black",1566,"ClassC","1","0","5","1","0","0","1","6","1","0"
"black",1566,"ClassC","1","1","8","1","2","1","2","7","1","1"
"draw",1283,"ClassD","0","0","0","0","0","0","0","0","0","0"
"black",1476,"ClassC","0","1","6","1","2","0","1","7","0","2"
"black",1304,"ClassD","1","1","7","1","2","2","0","6","1","1"
"white",1326.5,"ClassD","1","0","4","0","2","1","1","7","0","1"
"black",1408,"ClassC","1","0","3","1","0","0","0","5","1","0"
"black",1304,"ClassD","1","0","7","1","2","0","0","5","0","1"
"white",1304,"ClassD","0","1","5","0","1","1","0","6","1","1"
"white",1342.5,"ClassD","0","0","4","0","2","0","0","4","1","2"
"black",1404.5,"ClassC","0","0","3","0","1","0","0","3","0","1"
"black",1314,"ClassD","0","0","5","0","0","0","0","4","0","0"
"white",1259,"ClassD","0","1","4","1","1","1","1","7","1","2"
"white",1259,"ClassD","0","0","1","0","0","0","0","3","0","1"
"white",1220,"ClassD","1","1","8","0","0","1","0","6","1","2"
"white",1644,"ClassB","1","0","4","0","2","0","0","6","1","1"
"black",1644,"ClassB","0","0","5","0","1","0","0","4","0","1"
"draw",1644,"ClassB","1","1","6","1","1","1","1","6","1","1"
"black",1215.5,"ClassD","1","0","7","1","2","0","0","1","1","1"
"black",1324,"ClassD","2","2","8","1","2","2","2","7","1","2"
"white",1531,"ClassC","0","0","0","0","0","0","0","3","0","0"
"white",1388,"ClassD","0","0","7","1","2","1","0","7","1","2"
"black",1289,"ClassD","0","1","4","0","1","0","0","5","0","0"
"black",1343.5,"ClassD","0","0","6","1","2","1","0","4","1","1"
"white",1373,"ClassD","0","0","3","1","0","1","0","3","1","0"
"white",1350,"ClassD","1","0","1","0","0","0","0","1","0","0"
"white",1128.5,"Novice","0","1","2","0","2","0","0","4","1","2"
"black",1177,"Novice","0","0","3","0","0","0","1","0","0","0"
"white",1114.5,"Novice","0","0","3","0","0","1","0","8","1","2"
"black",1113.5,"Novice","0","0","1","1","0","0","0","0","0","0"
"black",1175.5,"Novice","1","1","6","1","1","1","0","6","1","2"
"white",1155,"Novice","1","0","6","1","2","1","0","5","1","2"
"white",1191,"Novice","1","0","7","1","2","1","2","4","1","2"
"black",1132.5,"Novice","1","2","6","0","1","1","1","4","0","1"
"white",1099.5,"Novice","0","1","3","0","1","2","1","4","0","1"
"black",1108.5,"Novice","1","1","4","1","2","1","1","3","0","2"
"black",1150,"Novice","0","0","4","0","2","0","0","0","0","1"
"black",1123,"Novice","1","1","5","1","0","1","0","4","1","2"
"white",1160.5,"Novice","1","0","5","0","0","0","1","5","1","0"
"black",1090.5,"Novice","1","0","5","1","0","0","0","5","1","1"
"white",1089.5,"Novice","0","0","6","0","1","0","1","5","1","0"
"black",1108,"Novice","2","1","4","0","1","0","1","3","0","1"
"white",1059,"Novice","0","1","3","1","0","0","0","1","0","0"
"black",1087,"Novice","1","1","5","1","2","1","1","3","1","2"
"black",1117,"Novice","1","1","6","1","1","0","0","3","1","1"
"black",1038.5,"Novice","0","1","4","1","2","1","1","2","0","2"
"black",1150,"Novice","0","1","2","1","0","0","0","3","1","0"
"white",1141,"Novice","0","0","0","0","0","0","0","2","0","1"
"black",1080,"Novice","0","2","5","1","1","1","2","5","1","1"
"white",1079.5,"Novice","2","2","7","1","2","2","2","7","1","2"
"black",1080,"Novice","1","1","5","0","2","2","0","5","0","1"
"white",1075,"Novice","1","2","5","1","2","2","1","5","1","2"
"white",1049,"Novice","1","0","4","1","0","0","1","6","1","1"
"white",1054,"Novice","0","1","5","1","1","0","1","6","1","2"
"white",1054,"Novice","0","0","3","0","1","0","2","3","0","2"
"white",1097,"Novice","0","0","1","0","0","0","0","3","0","1"
"black",1097,"Novice","0","0","4","0","1","0","0","1","0","0"
"black",1153,"Novice","0","0","4","1","1","0","0","2","0","0"
"white",1093.5,"Novice","0","1","4","0","1","0","0","5","1","2"
"black",1090,"Novice","2","0","2","1","1","0","1","2","1","1"
"white",1089.5,"Novice","0","0","0","0","0","0","0","2","0","0"
"white",1100,"Novice","2","2","7","1","2","2","2","8","1","2"
"black",1114,"Novice","2","2","7","1","2","2","2","7","0","2"
"black",1082.5,"Novice","2","1","4","1","2","0","2","7","1","2"
"black",1083,"Novice","0","1","5","1","2","1","0","2","0","0"
"white",1083,"Novice","1","1","3","0","2","1","0","7","1","2"
"black",1080.5,"Novice","1","1","7","1","2","1","0","6","1","1"
"black",1446,"ClassC","0","0","2","0","2","0","0","3","0","1"
"black",1415.5,"ClassC","0","1","5","0","0","0","0","3","0","0"
"black",1441,"ClassC","2","1","7","1","2","1","2","7","1","2"
"white",1544.5,"ClassC","1","0","5","1","1","0","0","3","1","2"
"white",1326.5,"ClassD","0","0","4","0","2","1","1","6","1","1"
"black",1401,"ClassC","1","0","5","0","1","0","0","5","0","0"
"black",1392,"ClassD","0","0","1","0","0","0","0","0","0","0"
"black",1489.5,"ClassC","2","1","5","1","2","0","2","6","1","2"
"black",1305.5,"ClassD","0","0","2","0","1","0","0","0","0","0"
"white",1488.5,"ClassC","2","0","7","1","2","2","0","6","1","2"
"black",1529.5,"ClassC","0","0","4","0","0","0","0","3","0","0"
"white",1257,"ClassD","0","0","5","1","0","0","0","4","1","0"
"white",1513,"ClassC","0","0","5","1","1","0","1","5","1","1"
"white",1320.5,"ClassD","0","0","0","0","0","0","0","2","0","0"
"white",1442,"ClassC","0","1","3","0","1","1","0","5","0","1"
"white",1612.5,"ClassB","2","1","5","0","2","1","2","5","0","2"
"black",1308.5,"ClassD","0","1","2","0","0","0","0","0","0","0"
"white",1441.5,"ClassC","0","0","1","0","0","0","0","4","0","1"
"black",1534,"ClassC","0","1","3","1","2","0","0","3","1","1"
"draw",1537.5,"ClassC","0","1","0","0","0","0","0","1","0","0"
"black",1635,"ClassB","1","2","5","1","2","2","1","6","1","2"
"white",1392,"ClassD","1","2","5","1","1","1","0","6","1","2"
"black",1505,"ClassC","1","0","4","0","1","0","0","1","0","0"
"white",1486.5,"ClassC","0","0","0","0","0","0","0","2","0","0"
"black",1086.5,"Novice","0","0","4","1","2","0","0","4","0","2"
"white",1490.5,"ClassC","1","1","5","0","1","0","2","3","0","2"
"white",1505.5,"ClassC","0","0","3","0","2","0","1","4","0","2"
"white",1516,"ClassC","0","1","1","0","0","0","1","3","0","0"
"black",1568.5,"ClassC","1","0","3","0","0","0","0","0","0","0"
"black",1554,"ClassC","1","0","7","1","2","0","0","7","1","2"
"black",1147,"Novice","2","1","8","1","2","2","0","7","1","2"
"black",1847.5,"ClassA","2","1","7","1","1","1","2","7","1","1"
"black",1741.5,"ClassB","1","0","7","1","1","1","0","7","1","1"
"white",1671,"ClassB","0","0","6","0","0","1","1","6","0","1"
"white",1926,"ClassA","1","0","3","1","1","1","0","4","1","1"
"black",1989,"ClassA","1","1","4","1","2","1","0","6","1","2"
"black",1517,"ClassC","1","0","5","1","1","1","0","4","1","1"
"white",1428.5,"ClassC","1","1","4","0","0","0","0","4","0","0"
"white",1318,"ClassD","0","0","6","0","2","0","0","6","1","2"
"black",1394,"ClassD","1","2","6","0","2","1","2","6","0","1"
"black",1367.5,"ClassD","1","0","3","0","1","1","0","0","0","0"
"white",1534.5,"ClassC","0","0","2","0","2","0","0","3","0","2"
"draw",1409.5,"ClassC","0","1","6","0","1","1","0","6","0","1"
"white",1356,"ClassD","2","1","6","1","2","1","2","6","1","2"
"white",1185,"Novice","2","0","6","1","2","2","0","7","1","2"
"black",1420,"ClassC","1","0","6","1","1","0","0","6","1","1"
"black",1426.5,"ClassC","0","0","4","0","2","0","0","3","1","0"
"white",1256,"ClassD","0","0","1","0","1","1","0","5","0","2"
"black",1290,"ClassD","1","0","5","1","2","0","0","3","1","2"
"draw",1378.5,"ClassD","0","0","0","0","0","0","0","0","0","0"
"black",1294,"ClassD","0","0","3","0","0","1","0","1","0","0"
"white",1501,"ClassC","0","0","5","1","0","1","0","6","1","0"
"white",1481,"ClassC","1","0","5","0","1","0","1","6","0","1"
"white",1549.5,"ClassC","0","1","4","0","2","0","0","6","1","2"
"black",1232.5,"ClassD","1","1","5","1","2","1","1","4","1","2"
"draw",1232.5,"ClassD","1","0","1","0","0","0","0","3","0","0"
"black",1270.5,"ClassD","0","0","1","0","0","0","0","4","0","0"
"white",1290,"ClassD","0","0","4","1","2","1","0","6","1","2"
"draw",1296,"ClassD","0","0","2","0","0","0","0","3","0","0"
"black",1236,"ClassD","1","1","4","1","1","0","0","5","1","1"
"white",1204,"ClassD","2","2","7","1","2","2","2","7","1","2"
"black",1249.5,"ClassD","2","2","8","1","2","2","2","8","1","2"
"white",1238.5,"ClassD","1","0","5","0","2","1","0","4","0","2"
"white",1328.5,"ClassD","1","0","8","1","2","1","1","7","1","1"
"draw",1305.5,"ClassD","1","0","5","0","1","1","1","2","0","1"
"white",1235,"ClassD","1","1","6","0","2","2","1","7","0","2"
"white",1230,"ClassD","1","2","6","0","2","1","1","7","1","2"
"white",1212.5,"ClassD","0","0","0","0","0","0","0","3","0","0"
"black",1212,"ClassD","0","0","6","1","2","0","1","3","0","1"
"white",1133.5,"Novice","1","2","8","1","2","2","2","7","1","2"
"white",1200,"ClassD","0","0","5","1","1","0","0","5","1","2"
"black",1194.5,"Novice","1","0","5","1","2","0","0","3","0","0"
"black",1228,"ClassD","1","2","7","1","2","1","2","6","1","2"
"white",1227.5,"ClassD","1","2","7","1","2","2","2","6","1","2"
"white",1194.5,"Novice","1","1","7","1","2","1","2","7","1","2"
"black",1194.5,"Novice","2","2","7","1","2","2","2","6","1","2"
"black",1200,"ClassD","2","2","6","1","2","2","1","7","1","2"
"black",1198,"Novice","1","1","4","0","0","0","0","3","0","1"
"black",1202,"ClassD","1","0","4","1","1","0","0","2","1","1"
"white",1211.5,"ClassD","1","1","6","1","2","1","2","6","1","2"
"black",1198,"Novice","1","1","8","1","2","2","1","5","1","1"
"white",1187,"Novice","0","0","4","0","0","0","0","4","0","1"
"white",1202.5,"ClassD","2","2","4","1","2","1","2","7","1","2"
"white",1610,"ClassB","1","1","6","0","2","2","1","4","0","2"
"white",1546.5,"ClassC","1","0","3","1","0","0","1","5","1","1"
"black",1546.5,"ClassC","2","0","4","0","2","1","0","5","1","1"
"white",1181,"Novice","0","1","3","1","2","1","0","4","1","2"
"white",1505,"ClassC","0","1","7","1","1","1","0","7","1","1"
"white",1474,"ClassC","1","0","5","0","0","1","0","5","0","1"
"white",1500.5,"ClassC","2","2","7","1","1","2","2","6","1","2"
"black",1500.5,"ClassC","0","1","3","1","2","0","0","5","1","2"
"black",1461,"ClassC","1","1","5","0","1","0","0","4","0","1"
"white",1483.5,"ClassC","0","2","5","1","2","1","1","4","1","2"
"black",1451.5,"ClassC","1","2","7","1","2","1","1","7","1","2"
"white",1672,"ClassB","1","1","6","1","2","1","1","6","1","2"
"black",1454.5,"ClassC","1","0","4","0","1","0","0","3","0","1"
"black",1457,"ClassC","0","0","2","1","0","0","0","3","1","0"
"white",1393,"ClassD","0","0","0","0","0","0","0","1","0","0"
"white",1501,"ClassC","0","0","1","0","0","0","0","1","0","0"
"black",1408.5,"ClassC","1","2","8","0","2","1","1","6","0","2"
"black",1548,"ClassC","1","1","7","1","2","1","1","7","1","2"
"white",1420,"ClassC","0","1","5","1","2","1","1","6","1","2"
"white",1488,"ClassC","0","2","2","0","1","1","0","4","1","0"
"black",1461.5,"ClassC","0","1","5","0","2","2","1","4","0","1"
"white",1495,"ClassC","0","1","2","1","1","0","0","6","1","2"
"white",1531,"ClassC","1","0","7","1","2","1","1","7","1","2"
"black",1476,"ClassC","1","0","7","1","2","1","0","7","1","2"
"white",1439.5,"ClassC","0","0","6","0","2","0","0","5","0","1"
"black",1492.5,"ClassC","0","2","7","1","2","1","1","6","1","2"
"white",1502.5,"ClassC","2","2","8","1","2","2","2","8","1","2"
"white",1553,"ClassC","1","1","6","1","2","1","2","6","1","2"
"black",1513,"ClassC","0","0","3","1","1","0","0","3","0","0"
"white",1560,"ClassC","1","2","5","1","1","2","2","6","1","1"
"white",1503.5,"ClassC","0","1","6","1","1","2","1","5","1","2"
"white",1517,"ClassC","2","2","7","1","2","2","2","8","1","2"
"white",1395.5,"ClassD","2","0","7","1","2","1","1","7","1","2"
"white",1527,"ClassC","0","0","2","0","0","0","1","2","0","1"
"black",1572.5,"ClassC","1","0","1","0","0","0","0","0","0","0"
"white",1514.5,"ClassC","1","1","2","0","2","0","1","5","1","1"
"draw",1529.5,"ClassC","0","0","0","0","0","0","0","0","0","1"
"white",1529.5,"ClassC","1","1","5","1","2","1","1","4","1","2"
"black",1513,"ClassC","1","1","6","1","2","1","1","7","1","1"
"white",1509.5,"ClassC","0","0","5","0","1","1","0","5","0","1"
"black",1555,"ClassC","1","1","3","1","1","1","0","6","1","0"
"white",1555.5,"ClassC","0","0","0","0","0","0","0","1","0","0"
"white",1678.5,"ClassB","2","0","5","1","2","2","0","6","1","2"
"black",1527,"ClassC","1","2","8","1","2","0","2","6","1","2"
"black",1575,"ClassC","0","0","3","0","0","0","0","0","0","0"
"white",1575,"ClassC","0","1","6","0","1","1","0","5","0","0"
"white",1521,"ClassC","1","0","5","1","1","1","0","5","1","1"
"draw",1495.5,"ClassC","0","0","3","1","0","1","0","4","1","0"
"black",1424,"ClassC","0","0","1","0","1","0","0","0","0","0"
"white",1373,"ClassD","0","0","0","0","0","0","0","3","0","1"
"draw",1443,"ClassC","0","0","2","1","0","0","0","4","1","0"
"white",1424.5,"ClassC","0","0","1","0","0","1","0","2","0","0"
"black",1424,"ClassC","0","0","3","0","0","0","0","3","0","0"
"black",1420,"ClassC","1","1","5","1","1","0","1","6","1","1"
"white",1468,"ClassC","0","0","5","0","1","0","0","6","0","2"
"black",1450,"ClassC","1","1","5","0","1","0","0","6","0","0"
"white",1382,"ClassD","2","0","4","1","2","2","1","4","1","2"
"draw",1428.5,"ClassC","0","0","5","1","0","0","0","4","1","0"
"white",1405.5,"ClassC","0","0","4","1","2","0","0","6","1","1"
"black",1400.5,"ClassC","1","0","4","0","0","0","0","3","0","0"
"black",1463,"ClassC","1","0","1","0","0","0","0","3","0","0"
"black",1463,"ClassC","1","0","4","0","0","0","0","4","0","0"
"white",1483,"ClassC","0","0","2","0","0","1","1","5","1","0"
"white",1440,"ClassC","0","0","5","1","1","0","0","3","1","1"
"draw",1424,"ClassC","0","1","6","0","1","0","0","5","0","2"
"white",1426.5,"ClassC","2","0","5","0","2","0","1","7","1","1"
"black",1427.5,"ClassC","1","0","4","0","2","0","1","1","0","1"
"black",1452.5,"ClassC","1","0","4","1","0","0","0","4","0","1"
"black",1468.5,"ClassC","1","0","2","0","1","0","0","1","0","1"
"white",1459,"ClassC","0","0","2","0","1","0","0","4","0","1"
"black",1407,"ClassC","0","0","3","0","1","0","0","2","0","0"
"draw",1421.5,"ClassC","1","1","5","1","1","1","2","5","1","1"
"white",1425.5,"ClassC","0","0","5","1","2","0","0","5","1","2"
"white",1425,"ClassC","2","2","4","1","2","1","2","4","1","2"
"white",1420.5,"ClassC","0","1","5","1","2","1","0","5","1","1"
"white",1423.5,"ClassC","0","1","6","1","2","0","1","6","1","2"
"white",1421,"ClassC","0","0","0","0","1","0","0","0","0","0"
"black",1435.5,"ClassC","1","0","5","1","2","0","0","5","1","2"
"white",1431,"ClassC","1","0","6","1","0","1","0","7","1","2"
"black",1431,"ClassC","1","1","4","1","1","1","0","2","1","1"
"black",1433.5,"ClassC","1","0","3","1","1","0","0","5","0","1"
"white",1433,"ClassC","1","0","3","1","0","1","0","6","1","1"
"black",1432.5,"ClassC","1","0","7","1","2","1","0","7","1","2"
"black",1393.5,"ClassD","2","2","6","1","2","1","2","7","1","2"
"black",1467.5,"ClassC","0","1","3","0","0","0","0","2","0","0"
"black",1464,"ClassC","2","0","3","1","1","1","1","3","0","1"
"black",1459,"ClassC","0","1","5","1","1","0","0","4","1","1"
"black",1579.5,"ClassC","2","0","5","0","1","0","0","5","0","1"
"white",1579.5,"ClassC","0","0","4","0","0","1","0","5","0","0"
"black",1475.5,"ClassC","0","2","6","1","1","1","0","5","0","2"
"white",2007.5,"Expert","0","1","7","1","2","1","1","7","1","2"
"black",2007,"Expert","0","1","7","1","2","0","1","7","1","2"
"white",2006.5,"Expert","2","0","5","1","2","2","0","6","1","2"
"black",2005.5,"Expert","0","0","4","0","1","0","0","3","0","1"
"white",1905,"ClassA","1","0","6","1","2","0","1","5","1","2"
"white",1764,"ClassB","2","0","5","1","2","0","2","4","1","1"
"white",1878.5,"ClassA","0","0","6","0","2","0","1","6","1","1"
"black",1900.5,"ClassA","0","0","3","1","1","0","0","5","1","1"
"white",1826.5,"ClassA","0","2","3","0","0","0","1","1","0","1"
"white",1789,"ClassB","1","0","4","1","1","0","1","6","1","1"
"white",1717.5,"ClassB","0","0","3","1","2","0","0","5","1","0"
"white",1791.5,"ClassB","1","1","2","0","0","1","0","6","0","1"
"draw",1744,"ClassB","0","0","1","0","1","0","0","0","0","1"
"white",1834,"ClassA","1","0","5","1","2","0","1","5","1","2"
"white",1790,"ClassB","1","0","7","1","2","1","1","7","1","2"
"white",2059,"Expert","0","0","4","0","1","0","1","4","0","1"
"white",2057,"Expert","0","0","3","0","1","0","0","4","0","1"
"black",1438,"ClassC","1","0","3","0","2","0","0","2","0","0"
"black",1444.5,"ClassC","0","1","5","1","1","0","1","4","0","1"
"black",1467,"ClassC","2","2","8","1","2","2","2","7","1","2"
"white",1417,"ClassC","0","0","3","0","1","0","0","4","0","1"
"black",1394,"ClassD","2","2","7","1","2","2","2","7","1","2"
"white",1555,"ClassC","0","0","0","0","0","0","0","2","0","1"
"white",1450.5,"ClassC","1","0","5","1","1","1","0","5","1","2"
"draw",1486.5,"ClassC","0","0","5","1","1","1","1","3","1","0"
"black",1563.5,"ClassC","0","0","3","0","1","0","0","2","0","0"
"white",1452.5,"ClassC","0","0","0","0","0","0","0","3","0","0"
"black",1453,"ClassC","2","2","7","0","2","1","2","8","0","2"
"white",1404.5,"ClassC","0","0","2","0","1","1","0","5","0","0"
"black",1474,"ClassC","0","0","6","0","2","1","0","5","0","1"
"draw",1473,"ClassC","1","0","0","0","0","0","1","1","0","0"
"white",1419.5,"ClassC","0","0","3","0","1","0","1","4","0","1"
"black",1493,"ClassC","1","1","4","1","0","0","0","6","1","1"
"black",1356,"ClassD","0","0","3","0","0","0","0","0","0","0"
"black",1409.5,"ClassC","0","1","6","0","1","0","0","5","0","1"
"white",1475.5,"ClassC","2","2","5","1","2","2","1","8","1","2"
"white",1428,"ClassC","0","1","5","1","1","0","1","6","1","2"
"white",1428,"ClassC","0","1","4","1","2","0","1","6","1","2"
"white",1428.5,"ClassC","0","1","4","0","1","1","0","4","0","1"
"white",1496.5,"ClassC","2","0","7","1","2","1","1","7","1","2"
"black",1693,"ClassB","1","0","6","1","1","1","1","6","0","2"
"white",1401,"ClassC","0","0","0","0","0","1","0","2","0","0"
"black",1461,"ClassC","1","0","5","0","1","0","0","5","0","0"
"black",1435,"ClassC","0","0","2","0","0","0","0","0","0","0"
"white",1437,"ClassC","0","0","0","0","1","0","0","2","0","0"
"white",1501.5,"ClassC","0","0","0","0","0","0","1","3","0","0"
"white",1542,"ClassC","1","0","4","1","1","1","0","5","1","1"
"white",1529.5,"ClassC","0","0","2","0","1","0","1","4","0","1"
